"subject" "activity" "timeBodyAccelerometer-MEAN-X" "timeBodyAccelerometer-MEAN-Y" "timeBodyAccelerometer-MEAN-Z" "timeGravityAccelerometer-MEAN-X" "timeGravityAccelerometer-MEAN-Y" "timeGravityAccelerometer-MEAN-Z" "timeBodyAccelerometerJerk-MEAN-X" "timeBodyAccelerometerJerk-MEAN-Y" "timeBodyAccelerometerJerk-MEAN-Z" "timeBodyGyroscope-MEAN-X" "timeBodyGyroscope-MEAN-Y" "timeBodyGyroscope-MEAN-Z" "timeBodyGyroscopeJerk-MEAN-X" "timeBodyGyroscopeJerk-MEAN-Y" "timeBodyGyroscopeJerk-MEAN-Z" "timeBodyAccelerometerMagnitude-MEAN" "timeGravityAccelerometerMagnitude-MEAN" "timeBodyAccelerometerJerkMagnitude-MEAN" "timeBodyGyroscopeMagnitude-MEAN" "timeBodyGyroscopeJerkMagnitude-MEAN" "frequencyBodyAccelerometer-MEAN-X" "frequencyBodyAccelerometer-MEAN-Y" "frequencyBodyAccelerometer-MEAN-Z" "frequencyBodyAccelerometerJerk-MEAN-X" "frequencyBodyAccelerometerJerk-MEAN-Y" "frequencyBodyAccelerometerJerk-MEAN-Z" "frequencyBodyGyroscope-MEAN-X" "frequencyBodyGyroscope-MEAN-Y" "frequencyBodyGyroscope-MEAN-Z" "frequencyBodyAccelerometerMagnitude-MEAN" "frequencyBodyAccelerometerJerkMagnitude-MEAN" "frequencyBodyGyroscopeMagnitude-MEAN" "frequencyBodyGyroscopeJerkMagnitude-MEAN"
3 "WALKING_DOWNSTAIRS" 0.292423484693878 -0.0193554079328571 -0.116139842908163 0.939057787755102 -0.228829214285714 -0.102352758040816 0.0725689294489796 0.0109707769183673 -0.00202727978142857 -0.13157327645102 -0.0139358043959184 0.123826738353061 -0.0778701650285714 -0.0391567930959184 -0.0416193131122449 -0.0628126118283674 -0.0628126118283674 -0.205239246653061 -0.215294501244898 -0.508567577142857 -0.0421706943244898 -0.00770048300204082 -0.404452414285714 -0.0906707125102041 -0.135938542632653 -0.529059450612245 -0.129066574295918 -0.542694164081633 -0.302866461179592 0.0289413195612245 -0.049477977322449 -0.332376629371429 -0.576277199387755
3 "SITTING" 0.257197599134615 -0.00350299841730769 -0.0983579203269231 0.901098984615385 0.127303379245962 0.139020582461538 0.0726098418653846 0.00272529134230769 -0.00423348373557692 -0.0385365204807692 -0.07524100275 0.0940113975530769 -0.103605889057692 -0.0360909881807692 -0.0590079966686538 -0.895383350192308 -0.895383350192308 -0.969080752884615 -0.919354372307692 -0.977998051923077 -0.970154440961538 -0.891907751346154 -0.917987925384615 -0.974950363461538 -0.954170151346154 -0.970845669423077 -0.957550637692308 -0.95617355 -0.934967958846154 -0.904185725576923 -0.965888891730769 -0.946664943653846 -0.977898105576923
3 "STANDING" 0.280046513278689 -0.0143376555065574 -0.101621722633148 0.93503077852459 -0.301735130327869 0.024763106752459 0.0750900622277049 0.00771663644590164 -0.00807177934114754 -0.0246626070770492 -0.0585101918262295 0.0665262054098361 -0.0994602620655738 -0.0472415819016393 -0.0416832156688525 -0.925430819016393 -0.925430819016393 -0.959303840327869 -0.892089349344262 -0.962339339672131 -0.960123409508197 -0.908075353770492 -0.939507735245902 -0.957666856721311 -0.943497973606557 -0.969174903442623 -0.901282267540984 -0.937711157213115 -0.916172537704918 -0.926968932295082 -0.948627467704918 -0.913682362622951 -0.960331717868852
3 "LAYING" 0.275516852741935 -0.0189556785048387 -0.101300477506452 -0.241758478064516 0.837032099677419 0.48870318516129 0.0769811125806452 0.0138041011306452 -0.00435625874355645 -0.0208170540330645 -0.0718507159435484 0.137999561112903 -0.10004449883871 -0.0389771765322581 -0.06873387 -0.972791346129032 -0.972791346129032 -0.979484593387097 -0.951564751451613 -0.98671362516129 -0.980665609032258 -0.961169982903226 -0.968332141612903 -0.980513202258064 -0.968752113709677 -0.979122344354839 -0.970167262903226 -0.978099682258065 -0.962341960806452 -0.96552427516129 -0.975949597903226 -0.96458672483871 -0.984278251290323
4 "WALKING" 0.278582015166667 -0.0148399475341667 -0.11140306485 0.963999696833333 -0.0858540265666667 0.127764112666667 0.0783529082183333 0.00295602428666667 -0.000767679338333334 -0.0317982557795 -0.0726905278583333 0.0805677161216667 -0.115321556475 -0.0393474489133333 -0.0551166852766667 -0.312050574166667 -0.312050574166667 -0.366700879833333 -0.49779220106 -0.6813040365 -0.426719449666667 -0.14939963344 -0.631005470833333 -0.358883413666667 -0.279553391533333 -0.728991595666667 -0.373384540666667 -0.688460056666667 -0.601381129166667 -0.450804558333333 -0.318587811 -0.609285588016667 -0.724327420666667
4 "WALKING_UPSTAIRS" 0.270876696730769 -0.0319804295729615 -0.114219455519231 0.946264314423077 -0.232944304615385 0.0841675382884615 0.0560971909634615 0.0234018993153846 0.00340280836730769 0.0393825198942308 -0.0859471683596154 0.0843753843384615 -0.1314720713 -0.0390508828865385 -0.0722496260807692 -0.153703935357692 -0.153703935357692 -0.400922254807692 -0.299779407884615 -0.686978374423077 -0.294488270365385 -0.117109161492308 -0.524655722692308 -0.418304647307692 -0.297805187243462 -0.690106934230769 -0.3710689925 -0.684310201538462 -0.350765737115385 -0.276825498230769 -0.397406285 -0.575794072115385 -0.740749226346154
4 "WALKING_DOWNSTAIRS" 0.279965329555556 -0.00980200850666667 -0.1067775246 0.947731858666667 -0.0620852772955556 0.148714808888889 0.0971862748866667 0.00563780215111111 -0.00729137766444444 -0.102838822533333 -0.0704025952333333 0.05926394948 -0.0921282734666667 -0.0348434913444444 -0.0492836435688889 -0.0491616726733333 -0.0491616726733333 -0.228851413747333 -0.3466062928 -0.592843014888889 -0.0722392276888889 -0.129606639466667 -0.494683451555556 -0.16163290774 -0.172941628735556 -0.583917371333333 -0.240298893435556 -0.717545840444444 -0.318306481022222 -0.01907433524 -0.175295286557778 -0.429213369555556 -0.621752455777778
4 "SITTING" 0.27153827992 -0.007163065158 -0.10587459588 0.8693030064 0.211622539936894 0.11012048108 0.0784500239 -0.0108582171094 -0.0121499951596 -0.04944351156 -0.08943006108 0.10115033478 -0.09694948424 -0.041848389996 -0.0489964351672 -0.93569482 -0.93569482 -0.9701322836 -0.9260633138 -0.9804904618 -0.9774624984 -0.9057829318 -0.9517837432 -0.9768457126 -0.9442983908 -0.9751549056 -0.9605896358 -0.9675836478 -0.9337768922 -0.929002095 -0.9625007338 -0.9487697524 -0.9765477634
4 "STANDING" 0.280499745892857 -0.00948911098553571 -0.0961574905535714 0.95619779125 -0.0759009061071429 0.166893825946429 0.0721328379857143 -0.00653015693773214 -0.0211889890567857 -0.0306449342357143 -0.061824850625 0.0755636430892857 -0.103057894142857 -0.0461257201357143 -0.0490753497867857 -0.906478051785714 -0.906478051785714 -0.963370738392857 -0.900982100535714 -0.967614073928571 -0.973497549642857 -0.889549205 -0.93164342125 -0.972310894285714 -0.937624242142857 -0.968648411607143 -0.905464161964286 -0.955992945178571 -0.915280955357143 -0.917614014821429 -0.956139283571429 -0.914209165714286 -0.964471139464286
4 "LAYING" 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.420664662222222 0.915165104259259 0.341531310555556 0.0934494217777778 0.00693313213968519 -0.00641054328740741 -0.00923156347222222 -0.0930128180759259 0.169720404092593 -0.105019877685185 -0.0381230432222222 -0.0712156288333333 -0.954557603148148 -0.954557603148148 -0.970095771666667 -0.930236462592593 -0.985068502037037 -0.958802077592593 -0.938883374444444 -0.967504278888889 -0.978542457407407 -0.943969987222222 -0.975383329444444 -0.967203736481482 -0.972187839074074 -0.961479262592593 -0.939389701296296 -0.96228712537037 -0.961556660185185 -0.983609073333333
5 "WALKING" 0.27784234625 -0.0172850317482679 -0.107741776464286 0.972624959821429 -0.100440285303571 0.00247623628392857 0.0845888833571429 -0.0163194101232143 8.32159351785732e-05 -0.0488919896632143 -0.0690135249642857 0.0815435495892857 -0.0888408355267857 -0.0449559531089286 -0.0482679596035714 -0.158338674394643 -0.158338674394643 -0.288333024071429 -0.355933083571429 -0.444532485357143 -0.287782607410714 0.00946037755178572 -0.490251090714286 -0.344954806428571 -0.181055554206071 -0.590496615535714 -0.372668749642857 -0.513951718392857 -0.213127031035714 -0.304992488892857 -0.269481661080357 -0.484262828928571 -0.548053574821429
5 "WALKING_UPSTAIRS" 0.268459469914894 -0.0325269755153191 -0.107471453914894 0.936821834893617 -0.265942569148936 -0.0232035364248936 0.0795443483829787 0.0140130363106383 -0.025590953282766 0.0395191121489362 -0.117195551802128 0.0424442819489362 -0.143029686361702 -0.0559895777393617 -0.0534895401 0.0435562021989362 0.0435562021989362 -0.247403476914894 -0.235516929306383 -0.47348816787234 -0.161485339978723 0.0728903158085106 -0.457470676808511 -0.289725470425532 -0.19681792087234 -0.606717464680851 -0.263615096246809 -0.516609046808511 -0.139801393244681 -0.169261525 -0.264674938957447 -0.392564530851064 -0.571344138723404
5 "WALKING_DOWNSTAIRS" 0.29354392712766 -0.00850107533191489 -0.100319930659574 0.956649352553192 -0.0607578318319149 0.0216777910246191 0.109650600459574 0.0137618233808511 0.0213397664446809 -0.068294569906383 -0.0707805998787234 0.0806559989574468 -0.110149008255319 -0.0708296588478723 -0.0399656935617021 0.211138853638298 0.211138853638298 -0.0637528559361702 -0.218029835319149 -0.39719562106383 0.0984320090212766 0.0792280694042553 -0.374740089574468 -0.0368012151170213 -0.0568032957531915 -0.491979946170213 -0.295345101425532 -0.382483075106383 -0.034175027916383 0.155742168808511 0.00918394264170213 -0.349338414731915 -0.453697247021277
5 "SITTING" 0.273694139545455 -0.00990083527045455 -0.108540300265909 0.880731443863636 0.168445524 0.143006857611364 0.0749577410909091 -0.00278773346136363 0.00338609594827273 -0.0422355209795455 -0.0835484079545455 0.0823934451590909 -0.0889747665681818 -0.0454702982386364 -0.0487714733568182 -0.9379783225 -0.9379783225 -0.969320155681818 -0.934301646590909 -0.973848287045455 -0.977450812045455 -0.921434735681818 -0.946064216818182 -0.976024951136364 -0.954237489772727 -0.969501330681818 -0.957117251818182 -0.955460359318182 -0.938003425909091 -0.936290604545455 -0.964440302272727 -0.944760322045455 -0.971598370227273
5 "STANDING" 0.282544390892857 -0.00700418554517857 -0.102171095696429 0.960188699107143 -0.03871012665 0.138638436607143 0.0725189859107143 -0.00221990214464286 -0.0122812220569643 -0.0322711902673214 -0.050987505 0.0690945763946429 -0.0922249863035714 -0.0399108188821429 -0.0422221341625 -0.906104701071429 -0.906104701071429 -0.956863566071429 -0.900671630714286 -0.958405900892857 -0.964500917321429 -0.890796360535714 -0.915083799107143 -0.963059235178571 -0.93137020875 -0.958438726607143 -0.909661802321429 -0.939373524464286 -0.907190836607143 -0.9046413925 -0.941825903035714 -0.904543921607143 -0.952286438035714
5 "LAYING" 0.278334325576923 -0.0183042123269231 -0.107937603673077 -0.483470597692308 0.954890346153846 0.263644691923077 0.0848164824230769 0.00747460829615385 -0.00304067159653846 -0.0218935013501923 -0.0798709596153846 0.159894366942308 -0.102114125 -0.0404446925288462 -0.07083096875 -0.966777882884615 -0.966777882884615 -0.980141253846154 -0.946938300576923 -0.9864194225 -0.968741678461538 -0.965419520961538 -0.977007724615385 -0.982689657115385 -0.965328566153846 -0.983250309423077 -0.975797491730769 -0.978249645769231 -0.963202948461538 -0.962234984038462 -0.977356379807692 -0.968257068846154 -0.984618025769231
6 "WALKING" 0.283658868070175 -0.0168954189082456 -0.110303165877193 0.958067455087719 -0.214694852280702 0.0331888826842105 0.0699585876912281 -0.0164831715964912 -0.00738931200701754 -0.025509618645614 -0.0744462466 0.0838808799280702 -0.0878891090105263 -0.0362308971842105 -0.0539597284210526 -0.166840713631579 -0.166840713631579 -0.195117026052632 -0.281207841122807 -0.321290483140351 -0.187934323140351 0.140781621991228 -0.498520164385965 -0.150942917824561 -0.0753742321614035 -0.541438616140351 -0.239650710533333 -0.341378429473684 -0.203575458733333 -0.201386607649123 -0.055401423331579 -0.329681123368421 -0.366500534122807
6 "WALKING_UPSTAIRS" 0.268229355098039 -0.0272425385070588 -0.122082438784314 0.913632241568627 -0.340732608823529 -0.0184608964392157 0.07210675 0.00371343419607843 -0.00237816579411765 -0.0767406825588235 -0.0518981989072549 0.0664234025976471 -0.0652024492378431 -0.0457705354509804 -0.0576800048435294 0.0177790974433333 0.0177790974433333 -0.207379799254902 -0.12912124415098 -0.342895367921569 -0.131075372803922 0.0978035099588235 -0.42724809972549 -0.244812769960784 -0.122991594331373 -0.549314615882353 -0.115065008156863 -0.329653779629412 -0.0464142110215686 -0.0819479396203922 -0.169868234496078 -0.230627015078431 -0.45923633377451
6 "WALKING_DOWNSTAIRS" 0.277045258145833 -0.019536840063125 -0.107209356208333 0.928531455208333 -0.214046334375 -0.00307981704708333 0.103681343708333 0.00987685807166667 -0.00932470617291667 -0.0960837437708333 -0.0341782208604167 0.0870012595210417 -0.0256452232354167 -0.0768089915604167 -0.0372228650416667 0.333754731458333 0.333754731458333 0.10384507225 0.0142677821595833 -0.0829366854166667 0.328308506041667 0.339771173822917 -0.277602590916667 0.136554991314583 0.1372024523 -0.283086205125 0.0633716052854167 -0.130327465789583 0.15284524938125 0.395958034583333 0.243834258785417 -0.0143735434 -0.132705384364583
6 "SITTING" 0.276778487454545 -0.0145911615290909 -0.110127728709091 0.933692934909091 0.0682628663363636 0.0695219657167273 0.0754721635223636 2.55649800000023e-06 0.00623727782090909 -0.0372442282830909 -0.0899083302550909 0.0854346006181818 -0.0936693524363636 -0.0333986700025455 -0.0465504310978182 -0.949543531272727 -0.949543531272727 -0.962733502 -0.932703812181818 -0.962929227818182 -0.975351454727273 -0.928264365454545 -0.935798115272727 -0.971037479818182 -0.947070821272727 -0.954199785636364 -0.939671400545455 -0.943857393090909 -0.934764895454545 -0.935750391272727 -0.948348653636364 -0.929725679272727 -0.952034566
6 "STANDING" 0.280346248596491 -0.0181236327175439 -0.112172831947368 0.945139003859649 -0.230251036140351 0.0139193473596491 0.0730699604561404 0.00871883993421053 -0.00481712245438596 -0.028251913022807 -0.0589823639438597 0.0767394745964912 -0.103292534210526 -0.0428828304736842 -0.0506432189438596 -0.945022876491228 -0.945022876491228 -0.967102436140351 -0.939404744385965 -0.963406222982456 -0.977100287368421 -0.930336471754386 -0.942864017017544 -0.97348053877193 -0.951405464912281 -0.963743518070175 -0.931612384385965 -0.943273146140351 -0.943239602105263 -0.945949804035088 -0.955914005438597 -0.926664297017544 -0.955425138245614
6 "LAYING" 0.248656520140351 -0.0102529170561404 -0.133119570368421 -0.47670987877193 0.956593814210526 0.175867709021053 0.0963481955263158 -0.00114529240245614 0.00328817288070175 -0.0079605026754386 -0.107218315054386 0.179102058245614 -0.111267284631579 -0.0424104289992982 -0.0717774743859649 -0.918878850824561 -0.918878850824561 -0.954750504912281 -0.908980174736842 -0.955645738245614 -0.939114254210526 -0.923706791403509 -0.938044912280702 -0.967072436842105 -0.936043420175439 -0.954425844736842 -0.935439769649123 -0.941771544385965 -0.932636612807018 -0.91235165222807 -0.948655471052632 -0.930153639473684 -0.953695957368421
7 "WALKING" 0.275592961754386 -0.018653665345614 -0.110912234947368 0.932566472280702 -0.159097003684211 -0.160846924029807 0.0901462649192983 0.0184322723280702 -0.0210398551649123 0.00228835208526316 -0.0837113724842105 0.0641104602035088 -0.123654199751333 -0.0447766029745614 -0.0495713093294737 -0.0978090439438596 -0.0978090439438596 -0.192948900438596 -0.305959351403509 -0.300022779964912 -0.343048405789474 -0.0641564202736842 0.0385832252345614 -0.383715797719298 -0.123192887383684 -0.106490372892632 -0.318395104666667 -0.151966687436842 -0.366733617894737 -0.151243649578947 -0.0384187298547368 -0.192909765467895 -0.155339855862632
7 "WALKING_UPSTAIRS" 0.248706923078431 -0.0275639005607843 -0.143769688803922 0.81874656 -0.240950944117647 -0.403599709607843 0.0724649938509804 -0.000812387078431372 -7.4519666666666e-05 -0.138778108029412 -0.00247161973 0.139217071509804 -0.0856640866647059 -0.0482219105196078 -0.072451747827451 -0.198074437978431 -0.198074437978431 -0.458695232352941 -0.239099165627451 -0.661969771960784 -0.336199426470588 -0.381590523137255 -0.317461021372549 -0.454647881960784 -0.53707567 -0.581764526862745 -0.383889342745098 -0.567920266470588 -0.408150266666667 -0.378618761568627 -0.45478324745098 -0.533982945882353 -0.673327281960784
7 "WALKING_DOWNSTAIRS" 0.28030708 -0.0166332372978723 -0.096938308587234 0.930623632765957 -0.12987167306383 -0.154935538544681 0.0968926184638298 -0.0191061075170213 -0.0160390392510638 -0.105409612961702 -0.049717460606383 0.116894769042766 -0.0597273512680851 -0.0381904275744681 -0.0789469342553192 0.0198795285851064 0.0198795285851064 -0.170319619372979 -0.18874081887234 -0.399229959148936 0.0443428315319149 -0.145302311446808 -0.139216222106383 -0.0305226686191489 -0.316236510319149 -0.296494902765957 -0.33930147 -0.21444307293617 -0.299600267680851 0.218911066191489 0.067389886106383 -0.255045057404255 -0.289096677191489
7 "SITTING" 0.284674637291667 -0.01461097580375 -0.122464597625 0.969147824375 0.00608846646041667 0.0649636250354167 0.0668519793125 0.0116863419310417 0.0162004141964583 -0.04963797197125 -0.03361196465625 0.0259476655145833 -0.0938155625083333 -0.0396444885 -0.0454566269166667 -0.918432107083333 -0.918432107083333 -0.976559676458333 -0.897870535 -0.981665122291667 -0.972697126875 -0.93149063375 -0.904675337916667 -0.982037243958333 -0.969423612916667 -0.968503504791667 -0.9436317575 -0.956678065 -0.9474199325 -0.90895677625 -0.970954184166667 -0.933081955208333 -0.978634991458333
